result_path,run_dir,config_implementation,config_backend,config_device_type,config_world_size,config_model_size,config_context_length,config_batch_size,config_warmup_steps,config_measure_steps,config_bucket_size_mb,config_master_port,config_campaign,config_output_root,model_spec_name,model_spec_d_model,model_spec_d_ff,model_spec_num_layers,model_spec_num_heads,status,step_mean_seconds,step_stdev_seconds,step_min_seconds,step_max_seconds,communication_mean_seconds,communication_stdev_seconds,communication_min_seconds,communication_max_seconds
data/section2/assignment_section2_ddp_full/flat_nccl_cuda_ws2_xl_ctx128_bs4/result.json,data/section2/assignment_section2_ddp_full/flat_nccl_cuda_ws2_xl_ctx128_bs4,flat,nccl,cuda,2,xl,128,4,5,10,25.0,29701,assignment_section2_ddp_full,data/section2,xl,1600,6400,48,25,ok,2.158938984601991,0.049124989623001845,2.1095678840065375,2.2769776139757596,0.020747867604950444,0.003881507152331408,0.012762653001118451,0.024781531014014035
data/section2/assignment_section2_ddp_full/naive_nccl_cuda_ws2_xl_ctx128_bs4/result.json,data/section2/assignment_section2_ddp_full/naive_nccl_cuda_ws2_xl_ctx128_bs4,naive,nccl,cuda,2,xl,128,4,5,10,25.0,29700,assignment_section2_ddp_full,data/section2,xl,1600,6400,48,25,ok,2.1926675481081475,0.03936303657595839,2.1442883019917645,2.2733243230031803,0.044325930811464784,0.004409832130949239,0.03416706999996677,0.0501796180033125
data/section2/assignment_section2_ddp_full/overlap_bucketed_nccl_cuda_ws2_xl_ctx128_bs4_bucket1000mb/result.json,data/section2/assignment_section2_ddp_full/overlap_bucketed_nccl_cuda_ws2_xl_ctx128_bs4_bucket1000mb,overlap_bucketed,nccl,cuda,2,xl,128,4,5,10,1000.0,29706,assignment_section2_ddp_full,data/section2,xl,1600,6400,48,25,ok,1.8576703168044333,0.17095447977455577,1.5372623790171929,1.997760170022957,0.019825508096255363,0.004029701905789877,0.012554542976431549,0.02462811302393675
data/section2/assignment_section2_ddp_full/overlap_bucketed_nccl_cuda_ws2_xl_ctx128_bs4_bucket100mb/result.json,data/section2/assignment_section2_ddp_full/overlap_bucketed_nccl_cuda_ws2_xl_ctx128_bs4_bucket100mb,overlap_bucketed,nccl,cuda,2,xl,128,4,5,10,100.0,29705,assignment_section2_ddp_full,data/section2,xl,1600,6400,48,25,ok,1.9064791501150467,0.0333501008998188,1.869878626021091,1.9855736180325039,0.022433998703490943,0.003022153850970048,0.015387184044811875,0.02560287102824077
data/section2/assignment_section2_ddp_full/overlap_bucketed_nccl_cuda_ws2_xl_ctx128_bs4_bucket10mb/result.json,data/section2/assignment_section2_ddp_full/overlap_bucketed_nccl_cuda_ws2_xl_ctx128_bs4_bucket10mb,overlap_bucketed,nccl,cuda,2,xl,128,4,5,10,10.0,29704,assignment_section2_ddp_full,data/section2,xl,1600,6400,48,25,ok,1.9462697358976584,0.029139470831595328,1.8871211080113426,1.9765606870059855,0.005762502085417509,0.0015341694879324826,0.004035817983094603,0.007830012997146696
data/section2/assignment_section2_ddp_full/overlap_bucketed_nccl_cuda_ws2_xl_ctx128_bs4_bucket1mb/result.json,data/section2/assignment_section2_ddp_full/overlap_bucketed_nccl_cuda_ws2_xl_ctx128_bs4_bucket1mb,overlap_bucketed,nccl,cuda,2,xl,128,4,5,10,1.0,29703,assignment_section2_ddp_full,data/section2,xl,1600,6400,48,25,ok,1.9415723753161729,0.044099024458502875,1.9063375130062923,2.0317655580001883,0.0057653002964798365,0.0014070391938620682,0.0040560560300946236,0.007467071991413832
data/section2/assignment_section2_ddp_full/overlap_individual_nccl_cuda_ws2_xl_ctx128_bs4/result.json,data/section2/assignment_section2_ddp_full/overlap_individual_nccl_cuda_ws2_xl_ctx128_bs4,overlap_individual,nccl,cuda,2,xl,128,4,5,10,25.0,29702,assignment_section2_ddp_full,data/section2,xl,1600,6400,48,25,ok,1.9361623222997877,0.03496552525556597,1.8760205219732597,1.991378172999248,0.002293966489378363,0.000459216261281997,0.0017226709751412272,0.00318969099316746
